PlayerID,PA,WAR,G,AB,R,H,2B,3B,HR,RBI,SB,HallOfFame
navasa01,361,-0.34,101,345,45,61,7,2,0,33,1,NC
banksbr01,569,-0.201666667,273,495,65,122,19,3,13,64,8,NC
hajekda01,17,0.075,13,12,3,3,1,0,0,0,1,NC
penael01,58,0.075,25,49,6,12,3,0,0,7,3,NC
schaeje01,388,-0.064,225,359,37,73,12,1,2,20,8,NC
kingle01,158,-0.685,44,145,13,27,1,2,0,8,4,NC
jensewo01,2869,0.065555556,738,2720,392,774,114,37,26,235,20,NC
wheatwo01,99,-0.005,37,89,3,17,4,0,0,7,1,NC
edwarha01,2410,0.719285714,735,2100,272,579,109,42,48,266,9,C
eastehe01,1250,0.113333333,322,1431,172,253,32,17,10,122,48,NC
koellbr01,16,-0.37,7,15,2,1,0,0,0,0,0,NC
yountro01,12249,3.8665,2856,11008,1632,3142,583,126,251,1406,271,I
jonesbi03,39,-0.55,10,37,0,4,1,0,0,2,0,NC
loudech01,2,-0.05,1,2,0,0,0,0,0,0,0,NC
wilsocr01,402,-0.118,203,362,31,91,11,0,1,37,2,NC
taveral01,55,-0.006666667,35,53,4,11,1,0,0,4,1,NC
plewshe01,1107,-0.302,346,1045,129,274,41,17,4,84,3,NC
tovarce01,6177,2.012857143,1488,5976,881,1652,267,55,49,462,239,C
grababi01,1390,0.648888889,466,1129,190,249,42,11,29,133,34,NC
knoxjo01,242,-2.78E-17,124,219,21,60,4,1,0,11,7,NC
colucbo01,1258,0.653333333,370,996,127,220,34,14,23,106,30,NC
blankla02,1292,1.123333333,461,1050,176,233,48,3,9,92,54,NC
johnsel01,13,-0.14,11,12,0,2,1,0,0,0,0,NC
everead01,3070,1.142727273,880,2758,334,668,135,15,40,283,67,NC
lezcasi01,4814,2.173076923,1291,4412,593,1185,194,36,156,633,36,NC
mosquju01,32,-0.073333333,12,31,2,7,3,0,0,2,0,NC
lindewa01,6,0.1,3,5,0,2,1,0,0,0,0,NC
hodgego01,90,-0.64,80,83,3,17,3,0,1,9,0,NC
mazalu01,88,-0.73,45,79,7,18,1,0,1,4,0,NC
plessra01,96,0.16,48,85,4,23,3,1,0,9,0,NC
blessik01,5,-0.08,4,5,0,0,0,0,0,0,0,NC
robinra01,787,0.706666667,206,700,71,156,23,14,1,58,30,NC
maherto01,1,-0.03,2,1,0,0,0,0,0,0,0,NC
zuvelpa01,545,-0.26,209,491,41,109,17,2,2,20,2,NC
coloncr01,38,-0.19,14,36,5,6,0,0,0,1,0,NC
wilkiri01,2435,0.93,720,2537,331,584,99,10,90,293,9,NC
larusto01,203,-0.098571429,132,177,17,33,5,2,0,7,0,C
cravebi01,1594,0.71375,339,1372,267,390,56,24,0,193,33,NC
nalewfr01,4,-0.02,1,2,0,0,0,0,0,0,0,NC
haguebi01,1295,0.312,301,1276,134,303,23,2,2,114,3,NC
fainfe01,4904,2.7,1151,3952,609,1146,218,30,50,585,45,NC
jordari02,2221,0.60625,677,2104,261,592,116,10,55,304,10,NC
hargrbu01,2849,1.348333333,852,2533,314,786,155,58,29,376,29,C
heisebo01,1232,0.134615385,499,898,89,216,29,3,1,73,2,NC
stantha01,0,0,1,0,0,0,0,0,0,0,0,NC
stewatu01,11,-0.015,11,9,1,1,1,0,0,2,1,NC
bossha01,556,-0.2425,155,519,64,139,19,8,1,61,2,NC
bairddo01,2353,0.639,617,2266,266,540,99,38,10,234,129,NC
posadjo01,7150,2.515882353,1829,6092,900,1664,379,10,275,1065,20,C
hoffmda01,3323,0.92,829,2683,331,685,61,46,14,212,154,NC
slaglji01,5781,1.416363636,1300,4933,766,1311,123,58,3,357,265,NC
huntebr01,1742,0.027272727,699,1629,197,382,99,8,68,275,4,NC
sanfoch01,37,-0.33,19,36,4,6,1,1,0,5,0,NC
kelihmi01,7,-0.105,5,7,1,0,0,0,0,0,0,NC
marquol01,46,-0.28,17,39,4,7,1,0,0,2,0,NC
demetdo01,3729,0.919285714,1109,2885,389,761,122,12,136,472,20,NC
houcksa01,2727,0.865,641,2587,396,644,104,52,3,217,52,NC
amalfjo01,1938,0.176,643,1715,248,418,67,19,9,123,19,NC
goliami01,919,0.188,249,952,101,215,23,11,24,113,3,NC
rodgean01,2872,0.571818182,854,2521,268,628,112,23,45,245,22,NC
standje01,145,0.136666667,86,132,14,42,10,2,0,18,0,NC
lefebjo01,1253,0.537142857,447,853,106,206,32,5,23,93,6,NC
mcgilbi02,2,-0.04,2,2,0,0,0,0,0,0,0,NC
jordasc01,10,-0.16,7,9,0,1,0,0,0,1,0,NC
diazal01,872,-0.35125,366,816,102,195,31,7,8,75,41,NC
reilldu01,73,0.06,20,62,10,13,0,0,0,0,5,NC
busbyji01,4655,0.735882353,1352,3258,426,856,116,28,50,351,82,NC
clibust01,60,-0.24,54,56,7,10,2,0,2,6,0,NC
jackstr01,6681,2.932666667,1656,6086,833,1768,291,86,135,929,71,I
rosepe01,15890,3.186,3562,14235,2190,4293,743,137,160,1326,199,C
lyonsba01,675,-0.095555556,253,707,60,167,26,2,16,94,0,NC
smithdi03,33,-0.33,21,28,2,3,0,0,0,0,0,NC
brownde01,1,-0.03,1,1,0,0,0,0,0,0,0,NC
dellaja01,35,-0.92,11,33,1,3,0,0,0,2,0,NC
demarbi01,244,-0.506666667,80,211,29,50,5,1,0,14,0,NC
holmefr01,4,0.04,2,3,1,1,1,0,0,0,0,NC
kauffbe01,3564,3.6225,859,3094,521,961,169,57,49,454,234,NC
kempst01,4714,1.771818182,1168,4058,581,1128,179,25,130,634,39,NC
rominke01,693,-0.192857143,331,630,89,158,30,1,5,55,11,NC
reedda01,167,-0.22,82,201,25,36,8,1,11,22,1,NC
campbhu02,5,0.04,2,4,0,1,0,0,0,1,0,NC
mejiasa01,375,0.06,334,357,54,87,13,2,4,31,8,NC
butlero01,247,-0.045,109,218,32,53,13,2,0,21,3,NC
zoskyed01,53,-0.114,44,50,4,8,1,2,0,3,0,NC
lennoed01,1608,1.373333333,448,1383,138,379,70,25,18,185,38,NC
cramedo01,9927,0.4195,2239,9140,1357,2705,396,109,37,842,62,C
zipfebu01,393,-0.605,118,354,38,78,11,6,10,39,2,NC
rignebi01,2217,0.94375,654,1966,281,510,78,14,41,212,25,NC
smallha01,4,-0.12,1,4,0,0,0,0,0,0,0,NC
gotayju01,1068,0.078,389,988,106,257,38,3,6,70,12,NC
bishomi01,11,-0.05,3,8,2,1,1,0,0,0,0,NC
evans01,4,0.06,1,4,1,2,0,0,0,1,0,NC
costeda01,375,-0.26,154,350,35,85,6,4,0,24,12,NC
kutinjo01,332,-0.345,95,306,30,68,15,5,4,33,2,NC
camillo01,166,-0.3225,107,151,7,22,4,0,0,3,0,NC
matsuka01,2555,0.6625,630,2319,318,602,124,17,31,199,96,NC
sassero01,1,-0.03,1,1,0,0,0,0,0,0,0,NC
simonra01,1717,0.011,537,1971,205,542,88,3,56,281,2,NC
moncefr01,1,-0.03,3,1,0,0,0,0,0,0,0,NC
duceyro01,1478,0.198125,703,1269,193,299,76,14,36,154,21,NC
dundogu01,930,0.613333333,247,833,77,168,17,6,0,62,37,NC
sanchfr01,3686,1.440909091,904,3655,468,1088,242,20,53,398,18,C
bellbu01,10009,3.317,2405,8846,1135,2476,413,56,192,1068,57,C
conyehe01,10,0.15,7,9,2,3,0,0,1,1,1,NC
allenki01,65,-0.035,42,54,10,12,3,0,0,3,12,NC
russeha01,289,-0.36,134,241,23,58,4,4,0,24,3,NC
chapmtr01,1,-0.12,1,1,0,0,0,0,0,0,0,NC
wardji01,4,-0.03,1,4,1,2,0,0,0,1,0,NC
shannsp01,3016,0.784285714,694,2769,401,717,50,13,4,192,150,NC
mcsortr01,151,-0.02,43,146,19,34,5,0,0,3,3,NC
tracyji01,213,-0.31,87,185,18,46,5,4,3,14,3,NC
carlycl01,324,-0.64,95,278,31,65,12,8,1,28,4,NC
brownle02,74,-0.35,64,70,11,15,3,0,0,2,2,NC
leetr01,4233,0.724,1099,3784,491,967,193,15,122,514,61,NC
dylerjo01,4,-0.07,1,4,0,0,0,0,0,0,0,NC
murphbu01,322,0.485,88,284,25,78,9,7,1,37,5,NC
arndtla01,7,-0.1,2,6,1,1,0,0,0,0,0,NC
colmafr01,624,0.022857143,271,609,67,135,28,8,15,107,0,NC
obrieja02,1348,-0.1375,326,896,122,219,25,9,9,99,31,NC
lewisbi01,117,0.24,50,101,20,33,3,0,1,11,0,NC
gwynnto01,10232,3.4585,2440,9288,1383,3141,543,85,135,1138,319,I
stritma01,4,-0.11,4,4,0,0,0,0,0,0,0,NC
crossje01,163,-0.08,119,122,21,21,4,0,0,10,4,NC
pariske01,231,-0.196,92,212,20,46,6,0,3,14,8,NC
mcguiry01,731,-0.39,368,631,64,133,34,4,7,55,3,NC
heistal01,555,0.443333333,177,495,63,126,20,6,8,46,6,NC
mcmanji01,14,0.14,5,13,3,4,0,0,1,2,0,NC
dalyto02,575,-0.29375,244,540,49,129,17,3,0,55,5,NC
espyce01,1385,0.1975,546,1248,160,304,43,16,7,108,103,NC
bristge01,9,-0.05,3,8,0,1,1,0,0,0,0,NC
jonesch05,1119,0.04,548,962,144,246,42,10,28,124,24,NC
sadowed01,541,-0.128,217,495,55,100,20,1,12,39,5,NC
barbeja01,823,0.174,199,887,133,193,38,11,0,66,44,NC
schmimi01,10062,5.933888889,2404,8352,1506,2234,408,59,548,1595,174,I
freiral01,72,-0.26,25,65,7,16,3,0,1,4,0,NC
davidbi01,873,-0.883333333,225,808,83,190,16,11,1,60,46,NC
ashlebi01,688,-0.304285714,281,618,56,144,23,1,28,84,0,NC
garboal01,0,0,2,0,0,0,0,0,0,0,0,NC
marshto01,266,-0.263333333,93,252,23,62,7,4,5,34,0,NC
gilmogr01,1058,1.37,258,941,144,269,47,20,2,79,42,NC
cromedt01,114,0.19,85,104,14,32,7,0,7,20,0,NC
cronida01,9,-0.1,2,8,2,2,0,0,0,0,0,NC
scottev01,6380,1.078,1654,5931,559,1472,212,58,20,549,69,C
bakerph01,856,0.73,195,817,134,212,20,11,3,34,16,NC
bernacu01,163,-0.185,43,147,20,35,2,2,0,14,3,NC
lukoned01,672,0.52,213,606,64,143,17,9,23,70,4,NC
walshde01,265,-0.153333333,89,226,22,44,5,1,0,12,10,NC
roeniga01,3204,1.283333333,1064,2708,367,670,135,4,121,410,16,NC
marolfr01,0,0,1,0,0,0,0,0,0,0,0,NC
curryji01,39,-0.08,10,35,5,8,1,0,0,0,0,NC
bailebi02,9,-0.14,5,9,1,1,0,0,0,0,0,NC
limmelo01,602,-0.75,209,530,66,107,19,4,19,62,3,NC
philldi01,670,-0.1225,263,595,54,136,14,1,12,60,2,NC
powelra01,3726,0.854444444,875,3324,467,890,117,67,35,276,51,NC
spencbo01,204,-0.306666667,72,183,13,37,5,1,4,19,0,NC
scottdi03,2,-0.1,3,2,0,0,0,0,0,1,0,NC
truaxfr01,4,0.03,1,3,0,1,0,0,0,1,0,NC
lapoira01,475,0.3,143,433,60,115,10,0,1,30,9,NC
reynoha01,5398,1.32,1374,4782,640,1233,230,53,21,353,250,NC
barkera01,356,-0.036,192,119,13,16,5,0,3,13,0,NC
bedelho01,159,-0.475,67,145,15,28,1,2,0,3,1,NC
hoggbe01,1,-0.03,2,1,0,0,0,0,0,0,0,NC
marshjo01,125,-0.4,43,118,4,21,2,4,0,9,0,NC
porteja01,608,-0.178571429,229,617,61,141,23,1,8,70,4,NC
myattge01,1561,0.891428571,407,1345,220,381,44,14,4,99,72,NC
carroja01,4225,1.276153846,1275,3826,576,1040,151,27,13,272,76,NC
merrill01,1348,0.158333333,455,1058,125,260,58,11,11,109,19,NC
sloanto01,459,0.05,143,402,43,94,8,5,2,33,9,NC
kanefr01,11,-0.03,4,11,2,2,0,1,0,2,0,NC
geissem01,12,-0.37,3,12,0,1,0,0,0,0,0,NC
lentiji01,243,0.0675,95,54,5,13,1,0,0,4,1,NC
wyrosjo01,4785,1.015,1221,4025,492,1086,194,45,58,454,33,NC
figuebi01,12,-0.21,12,11,1,2,1,0,0,4,0,NC
doschhe01,438,-0.024285714,109,616,51,138,22,0,0,57,1,NC
ochoaiv01,135,-0.99,47,120,7,24,8,0,0,3,0,NC
gorege01,6104,2.662666667,1310,5477,1365,1646,273,95,46,625,188,NC
slaugen01,9086,2.513636364,2380,7909,1231,2350,413,145,172,1310,70,I
barryri01,38,-0.09,20,32,4,6,1,0,0,0,0,NC
duganbi01,35,-0.25,12,56,8,6,2,0,0,0,0,NC
nieveme01,1392,-0.332857143,458,1228,163,284,53,6,63,187,4,NC
monrofr01,8,-0.31,2,8,1,0,0,0,0,0,0,NC
clarksp01,434,0.145,107,405,64,106,18,3,5,47,16,NC
pytlafr01,2718,0.753333333,795,2399,316,677,100,36,7,272,56,NC
weintph01,1630,1.24125,444,1550,239,452,75,23,35,226,5,NC
fothebo01,3581,1.093846154,1106,3277,457,1061,225,55,38,572,43,NC
campaal01,24,-0.27,7,20,3,2,0,0,0,0,0,NC
yeagege01,773,0.0025,218,823,97,190,29,6,5,85,9,NC
virtuja01,2056,1.898,474,1764,321,483,60,50,7,256,50,NC
mullihe01,136,-0.465,36,240,26,34,6,2,0,0,0,NC
gosgeji01,2066,0.1875,705,1709,183,386,57,16,31,167,22,C
uhaltfr01,199,-0.17,57,165,28,40,5,1,0,16,6,NC
anglema01,95,-0.16,31,79,12,14,4,0,1,7,11,NC
scharni01,53,-0.075,13,52,5,10,2,1,1,0,0,NC
byrneji01,23,-0.17,10,23,2,4,0,1,0,0,0,NC
tombean01,338,-0.136666667,191,305,40,71,6,2,11,38,6,NC
lipscni01,109,0.13,36,96,11,31,9,1,0,8,0,NC
reynobi01,10,-0.09,9,10,0,2,0,0,0,0,0,NC
leete01,28,-0.095,15,25,1,4,1,0,0,3,0,NC
sewellu01,6043,0.3005,1630,5383,653,1393,272,56,20,696,65,C
hustaca01,25,-0.27,6,22,2,3,0,0,0,2,0,NC
hollida01,3911,1.272142857,983,3866,676,984,201,19,129,534,54,NC
barteki01,473,0.088333333,243,416,69,90,12,5,4,33,36,NC
lopezme01,463,-0.06,190,394,43,96,15,4,7,39,7,NC
lindsdo01,6,-0.056666667,5,7,0,2,0,0,0,0,0,NC
patribo01,16,0.035,9,15,3,4,1,0,1,3,0,NC
birdge01,109,-0.08,25,106,19,28,2,5,0,13,1,NC
haadya01,33,-0.265,18,29,0,2,1,0,0,1,0,NC
muellhe01,2367,0.241666667,693,2004,296,572,88,40,21,271,38,NC
rosemch01,2956,0.448,681,2957,490,803,140,50,18,268,29,NC
salazan01,932,-0.152,383,886,69,188,33,6,2,59,6,NC
zimmero01,106,0.22,27,98,14,27,1,0,5,15,1,NC
baileed01,4212,1.70375,1212,3162,385,812,117,14,137,471,16,NC
stinsbo01,1921,0.360833333,652,1634,166,408,61,7,33,180,8,NC
jeffere01,2306,0.452,680,2029,276,618,128,11,71,289,2,NC
butleki01,267,-1.69,71,255,36,43,15,0,0,0,0,NC
myersbi01,2726,1.947142857,738,2399,319,616,88,33,45,243,23,NC
poulske01,5,-0.05,5,5,0,1,1,0,0,0,0,NC
palmeor01,2706,0.193076923,1206,2335,306,640,113,14,12,226,37,NC
champmi01,647,-0.706666667,193,598,42,137,16,8,2,49,3,NC
housepa02,1473,-0.005555556,466,1324,148,312,61,11,29,144,37,NC
reidbi01,176,-0.09,43,167,25,44,5,0,0,0,0,NC
helmsto01,5337,0.553333333,1435,4950,409,1326,221,21,33,472,33,C
hofmafr01,1116,-0.167777778,378,1000,98,247,49,11,7,93,6,NC
mapleho01,49,0.1,44,41,6,10,0,1,0,7,0,NC
hermach01,541,-0.517142857,189,643,68,127,31,3,19,46,16,NC
jennial01,3,-0.22,1,2,0,0,0,0,0,0,0,NC
callaed01,28,0.04,8,9,0,0,0,0,0,0,0,NC
eastojo01,3,-0.04,4,3,0,0,0,0,0,0,0,NC
conigto01,3590,1.545,876,3221,464,849,139,23,166,516,20,NC
gracemi01,3,-0.02,5,3,0,0,0,0,0,0,0,NC
zardojo01,142,0.51,54,131,13,38,5,3,0,13,3,NC
dillojo02,246,0.1575,137,217,35,57,12,2,3,19,1,NC
pilnean01,2,-0.05,3,2,0,0,0,0,0,0,0,NC
emausbr01,42,-0.74,14,37,2,6,0,0,0,1,0,NC
lickejo01,0,0,1,0,0,0,0,0,0,0,0,NC
velazfr01,41,-0.07,21,39,3,10,3,0,0,5,0,NC
kaforja01,27,-0.185,22,24,3,3,0,0,0,0,0,NC
karowma01,11,-0.05,6,10,0,2,1,0,0,0,0,NC
handlge01,380,-0.22,125,341,41,86,10,6,0,29,9,NC
ortmeda01,278,-0.17,124,255,25,65,14,4,6,24,5,NC
kiescbr01,192,-0.1575,113,173,20,38,6,1,8,27,1,NC
whitter01,4271,1.220666667,1328,3774,447,938,176,15,134,534,22,NC
moriabi01,23,-0.18,6,20,1,4,1,0,0,1,2,NC
marreor01,104,-0.21,42,89,12,20,6,1,1,5,1,NC
beamotr01,172,-0.273333333,95,158,16,40,9,0,0,15,3,NC
allenbe01,3823,0.726153846,1139,3411,357,819,142,21,71,347,13,C
alvisma01,3984,0.923333333,1013,3629,421,895,142,22,111,373,43,NC
gerlajo01,32,0.075,12,27,2,9,0,0,0,1,0,NC
reilljo01,4935,2.337,1142,4684,898,1352,215,139,69,740,245,NC
riddljo01,142,-0.58,38,122,10,15,3,1,0,5,4,NC
samforo01,360,-0.2,158,334,31,73,14,2,5,27,2,NC
shannre01,1226,0.334444444,310,1069,128,293,41,23,0,115,19,NC
davisge01,10185,4.234,2372,9045,1545,2665,453,163,73,1440,619,I
thomafr02,990,-0.0225,247,1107,115,251,25,17,5,56,32,NC
bucheje01,1275,-0.18,421,1177,96,259,35,11,22,108,5,NC
grammal01,2352,0.5975,913,1903,217,469,76,10,12,146,16,NC
riggsad01,171,-0.065,61,153,18,33,9,1,3,10,6,NC
simpsjo01,1531,-0.224444444,605,1397,166,338,54,12,9,124,45,NC
hasendo01,32,-0.185,11,30,1,3,1,0,0,1,0,NC
morgave01,77,-0.24,31,71,4,16,2,0,0,3,0,NC
stegmda01,361,-0.03,172,320,39,66,10,2,8,32,5,NC
ramosjo01,29,-0.11,10,26,4,8,1,0,0,3,0,NC
ellisro01,189,-0.363333333,64,166,16,38,4,0,0,10,0,NC
warnoha01,7,0.02,6,7,1,2,2,0,0,0,0,NC
seech01,221,-0.01,92,202,21,55,9,1,1,23,5,NC
catonho01,922,0.4125,231,814,85,184,18,16,0,53,18,NC
diazju02,17,-0.33,5,15,4,4,0,0,0,0,0,NC
powelal01,171,-0.49,71,152,19,32,9,1,3,16,0,NC
malzofr01,5868,1.3575,1441,5428,647,1486,239,21,133,728,14,NC
butersa01,911,-0.125,359,701,57,165,19,3,8,66,0,NC
davisru01,2178,-0.04125,612,1980,261,508,108,6,84,276,16,NC
butlebr01,9545,2.762777778,2213,8401,1389,2449,285,136,55,590,568,C
warrebi01,62,-0.31,31,53,5,13,2,0,0,6,2,NC
mccarja01,4649,0.808461538,1092,4514,587,1287,186,74,8,505,152,NC
hulettu01,75,-0.355,45,67,6,13,1,0,1,3,0,NC
gedeojo01,2451,0.18,584,2109,259,515,82,20,1,171,33,NC
pfefffr01,7128,1.539411765,1671,6214,1052,1594,215,113,92,973,361,NC
saxda01,67,-0.082,37,60,3,16,4,0,1,8,0,NC
sessiwa01,29,-0.18,20,27,4,2,0,0,1,2,0,NC
dunhale01,4,-0.04,5,4,0,1,0,0,0,1,0,NC
chapmsa01,5599,1.455,1368,4807,737,1284,202,51,174,742,38,C
goochle01,66,0.095,19,61,4,18,2,0,1,8,0,NC
weisbu01,391,-0.0275,128,341,39,92,14,4,2,50,6,NC
roarkmi01,543,-0.0575,194,491,41,113,11,2,6,44,0,NC
khalisa01,558,0.313333333,164,488,39,107,20,3,2,37,5,NC
willidi02,3265,0.231333333,1023,2575,296,650,142,10,54,294,4,C
keatich01,51,-0.11,30,45,4,4,1,1,0,0,1,NC
shirlba01,179,-0.1025,75,162,15,33,4,1,0,11,0,NC
sprigge01,253,-0.194,130,225,35,43,5,5,1,12,9,NC
kennejo03,2324,-0.218461538,856,2036,230,456,72,16,30,174,14,C
hardilo01,330,-0.15,81,300,28,67,10,3,3,21,8,NC
tankele01,3,-0.07,1,3,0,0,0,0,0,0,0,NC
velasgu01,181,-0.4,94,166,8,37,2,0,4,25,0,NC
cacekcr01,21,-0.52,7,20,0,1,0,0,0,1,0,NC
sawatca01,1661,0.346666667,633,1276,122,310,42,4,53,202,2,NC
rothbr01,3290,1.674,811,2895,449,826,144,80,34,443,189,NC
smithja05,618,-0.09,278,591,70,127,15,11,11,54,9,NC
sheana01,10,0,3,8,1,1,0,0,0,0,0,NC
petribe01,764,0.081666667,240,551,96,145,31,5,23,82,5,NC
scharge01,1419,-1.28,388,1317,126,316,53,6,2,119,28,NC
darkal01,7833,2.540588235,1828,6669,995,1911,339,60,124,695,56,C
kuczest01,1,0.07,1,1,0,1,1,0,0,0,0,NC
aldremi01,2498,0.672307692,930,2052,268,534,102,8,44,267,18,NC
creedpa01,9,-0.25,5,8,0,0,0,0,0,0,0,NC
yeagest01,4015,1.192666667,1269,3584,357,816,118,16,102,410,14,C
griffke01,8049,1.57,2097,7264,1135,2131,360,74,147,858,193,C
huntege01,135,-0.25,45,123,8,28,7,0,0,8,1,NC
stelmri01,108,0.0225,60,71,2,12,2,0,1,7,0,NC
laboyco01,1374,-0.186,420,1247,108,291,62,2,28,166,0,NC
colembo01,264,0.23,116,228,19,55,8,1,1,27,3,NC
bergaau01,589,1.555,174,496,86,151,23,5,5,63,0,NC
mooreal01,99,-0.24,30,89,12,19,4,0,0,10,2,NC
humphjo01,384,-0.963333333,98,493,51,80,5,0,0,4,0,NC
verasqu01,3293,1.84,767,2780,469,750,129,15,32,239,183,NC
rederjo01,43,-0.32,17,37,4,5,1,0,0,3,0,NC
hensodr01,9,-0.025,8,9,3,1,0,0,0,0,0,NC
brunter01,895,0.105714286,512,789,115,182,39,3,11,72,31,NC
whiteja01,5,-0.11,1,5,1,0,0,0,0,0,0,NC
lamotbo01,789,0.034,221,693,99,175,34,9,3,85,11,NC
matavi01,83,-0.025,36,77,9,24,5,0,1,6,1,NC
sukefcl01,1364,0.061,486,1237,122,326,50,14,2,96,12,C
sorenza01,57,-0.185,48,49,5,7,2,0,1,2,0,NC
lemonbo01,1326,0.69,615,1183,148,274,54,9,37,147,2,I
westlji01,1,-0.03,1,1,0,0,0,0,0,0,0,NC
purtebi01,1268,0.54,335,1324,88,302,30,12,2,125,27,NC
randowi01,9461,3.467894737,2202,7822,1217,2161,311,62,54,675,266,C
meadolo01,138,-0.162,102,127,17,23,0,1,5,13,6,NC
smithke02,63,0.083333333,83,56,8,15,2,0,1,5,1,NC
andrefr01,34,-0.015,16,29,4,8,0,1,0,2,2,NC
woodwch01,1896,0.083846154,659,1761,218,423,88,14,33,196,10,NC
dawkitr01,110,-0.29,55,98,8,16,4,0,0,3,2,NC
brownli01,121,-0.44,48,115,16,31,3,1,0,6,1,NC
mcconam01,1701,1.478,409,1421,195,371,28,19,3,115,72,NC
muldomi01,2030,0.78,495,1932,254,450,88,28,10,187,12,NC
ginnti01,1,-0.03,2,1,0,0,0,0,0,0,0,NC
traffjo01,2,0.02,1,2,0,1,0,0,0,0,0,NC
ellioge01,16,-0.15,5,13,1,1,1,0,0,1,0,NC
mariore01,31,-0.045,18,28,3,5,1,0,1,2,0,NC
thamema01,2016,0.191,640,1827,256,450,83,4,115,301,3,NC
firovda01,7,-0.05,17,7,0,0,0,0,0,0,0,NC
helmswe01,3027,-0.128461538,1212,2711,280,694,151,14,75,374,3,NC
quinlfi01,182,-0.64,55,164,12,30,3,0,0,8,3,NC
merceor01,4532,1.078,1391,4387,606,1223,253,28,112,644,59,NC
crowege01,1916,0.694444444,702,1727,215,467,70,12,81,299,3,NC
ojedami01,553,-0.068333333,212,591,58,127,21,2,16,82,3,NC
gallawi01,61,0.46,14,49,9,15,2,0,0,6,0,NC
conneto01,7,-0.03,5,6,0,1,0,0,0,0,0,NC
baldwhe01,17,0.04,6,16,1,5,0,0,0,1,0,NC
popovpa01,1909,-0.149166667,682,1628,155,365,36,9,13,124,4,NC
huntdi01,47,-0.02,11,46,10,15,1,1,0,4,0,NC
connobu01,132,0.36,43,107,12,28,7,1,0,21,0,NC
bratcjo01,1,-0.03,4,1,1,0,0,0,0,0,0,NC
windhgo01,120,-0.16,95,82,12,14,4,1,2,8,0,NC
gonzaor01,182,-0.03,79,164,16,39,2,0,0,5,1,NC
kellemi01,314,0.05,76,282,48,68,11,2,3,33,10,NC
gasparo01,303,0.025,178,260,35,54,6,1,1,17,8,NC
pezolla01,82,-0.17,23,71,4,16,0,1,0,5,2,NC
freigho01,2176,0.206666667,579,1449,144,374,71,14,6,141,21,NC
vicker01,124,-0.045,57,112,12,26,7,1,0,7,0,NC
jorgear01,836,-0.053636364,307,738,79,176,31,5,4,89,3,NC
fordho01,5385,0.655625,1446,4740,475,1243,195,53,16,488,21,NC
smithjo02,227,0.21,54,298,54,72,8,6,0,28,0,NC
devogre01,6,-0.25,3,6,0,0,0,0,0,0,0,NC
bailefr01,139,-0.18,60,124,10,23,2,1,1,6,3,NC
endicbi01,24,0.05,20,20,2,4,3,0,0,3,0,NC
guistlo01,513,-0.398,156,449,35,88,19,3,0,59,5,NC
joneswi01,6717,1.471176471,1691,5895,798,1526,257,34,197,828,40,NC
guilloz01,7133,1.228823529,1993,6438,740,1692,260,68,27,597,168,C
rosarvi01,8,-0.06,9,7,3,1,0,0,0,0,0,NC
baileje01,159,-0.006666667,56,136,25,31,4,3,6,16,0,NC
guttedo01,4577,-0.064166667,1151,4202,586,1075,200,64,39,391,95,NC
etchibu01,370,-0.22,119,327,32,72,19,0,8,35,1,NC
trostmi01,70,-0.125,20,63,11,14,2,0,1,8,5,NC
tannele01,4164,2.087,1090,3778,331,833,135,27,3,346,63,NC
erstada01,6628,2.312142857,1654,6024,913,1697,316,33,124,699,179,C
clintji01,1822,-0.01,426,1719,246,438,45,20,4,55,3,NC
burkech01,1443,-0.193333333,477,1267,176,303,71,6,23,111,40,NC
chiozdi01,0,0,2,0,1,0,0,0,0,0,0,NC
abbotod01,82,-0.41,22,70,2,13,2,1,0,6,3,NC
shantbi01,414,0.126666667,131,381,31,98,13,4,2,29,0,NC
simonme01,213,-0.35,75,194,24,52,9,0,0,12,1,NC
walkech01,1351,-0.186666667,526,1016,128,232,25,6,13,82,54,NC
raridbi01,3308,0.65,982,2877,272,682,105,24,7,272,47,NC
coachpe01,49,-0.01,16,45,3,14,3,0,0,5,0,NC
dalyjo01,81,-0.12,23,78,8,21,4,1,0,7,1,NC
hermage01,2295,0.97,739,1787,250,483,78,17,43,241,41,NC
koenima01,4603,0.568461538,1162,4078,544,1143,191,47,27,436,29,NC
smoyehe01,16,0.03,6,14,1,3,0,0,0,0,0,NC
orsinjo01,1135,0.621428571,332,1014,114,252,44,5,40,123,3,NC
fabribu01,99,-0.21,27,90,8,18,3,0,1,3,0,NC
ortonjo01,448,0.106,156,401,35,80,18,0,4,29,2,NC
rothebo02,13,0.03,4,10,0,2,0,0,0,0,0,NC
mcginti01,223,0.07,54,144,15,30,0,2,0,12,0,NC
holdebi01,282,-0.123333333,79,383,30,76,9,5,0,32,4,NC
murphda04,142,-0.096,117,130,18,23,5,1,4,13,0,NC
downsre01,844,-0.3325,241,727,60,162,29,8,2,83,11,NC
georggr01,332,-0.452,118,299,15,53,9,2,0,24,0,NC
orourfr01,4610,-0.137857143,1131,4069,547,1032,196,42,15,430,100,NC
mcveyca01,2543,2.237777778,530,2513,555,869,133,44,11,449,26,C
hyersti01,260,-0.2975,133,230,22,50,8,1,2,19,3,NC
