PA,R,H,2B,HR,RBI,SB,HallOfFame
78,5,18,3,1,11,1,NC
37,2,6,1,1,1,0,NC
1,0,0,0,0,0,0,NC
6602,932,1553,277,306,1015,53,C
412,30,52,8,2,31,0,NC
32,3,6,0,1,4,1,NC
74,11,14,2,0,5,5,NC
800,73,167,27,1,101,27,NC
1237,142,289,30,2,58,37,NC
54,8,11,2,0,3,1,NC
124,13,24,5,3,11,0,NC
0,0,0,0,0,0,0,NC
1538,283,433,62,2,204,10,NC
59,2,8,2,0,4,0,NC
35,5,9,1,0,4,0,NC
753,81,166,22,32,101,1,NC
303,30,60,13,3,44,1,NC
1577,135,333,37,2,94,49,NC
4730,538,1126,226,167,634,70,C
2029,209,499,56,7,193,75,NC
380,46,64,13,3,20,21,NC
5,0,0,0,0,0,0,NC
61,6,15,2,1,7,1,NC
97,5,9,2,1,2,0,NC
2711,298,650,110,28,271,22,NC
21,1,5,1,0,1,0,NC
54,5,11,4,0,0,0,NC
2934,235,591,102,46,295,12,NC
127,7,22,2,0,4,0,NC
39,4,7,0,0,3,0,NC
2146,194,453,85,33,207,9,NC
6526,1261,1988,343,126,1308,232,I
225,19,44,5,1,14,15,NC
7073,669,1694,296,107,714,80,C
32,4,7,1,1,3,0,NC
64,1,9,1,0,6,0,NC
77,10,9,1,1,4,1,NC
796,113,168,35,2,40,0,NC
412,28,74,11,1,28,8,NC
2,0,0,0,0,0,0,NC
404,31,77,10,0,23,13,NC
6880,713,1671,329,87,858,39,C
443,32,82,14,8,35,4,NC
2203,233,538,98,35,196,23,NC
6034,821,1524,209,34,839,206,NC
1128,97,217,26,33,104,1,NC
1392,132,270,39,39,154,3,NC
1679,219,362,57,33,216,22,NC
352,37,56,6,3,17,2,NC
1741,153,397,67,2,167,11,NC
8,25,1,0,0,0,21,NC
839,110,197,26,7,77,16,NC
517,55,107,28,4,35,6,NC
157,22,39,5,3,18,1,NC
2238,221,522,98,46,239,30,NC
1462,95,301,40,1,101,50,NC
243,30,48,11,2,21,10,NC
6,1,0,0,0,0,0,NC
1,0,0,0,0,0,0,NC
971,135,242,41,7,104,13,NC
897,70,186,21,27,117,5,NC
109,9,22,2,1,7,2,NC
15,1,0,0,0,1,0,NC
25,3,1,0,0,0,0,NC
5529,512,1206,190,104,548,67,NC
0,0,0,0,0,0,0,NC
18,0,1,0,0,0,0,NC
19,0,0,0,0,1,0,NC
114,25,28,4,0,12,6,NC
508,38,110,10,2,49,9,NC
567,54,87,4,0,27,14,NC
55,2,10,2,0,2,0,NC
4693,473,1091,179,18,442,134,NC
36,2,4,0,1,2,0,NC
15,2,4,0,0,2,1,NC
6469,848,1768,298,279,1035,20,C
5065,431,1002,173,43,414,41,NC
519,35,94,16,5,50,3,NC
343,38,76,9,12,37,1,NC
5800,902,1436,148,11,326,655,C
516,44,111,20,9,42,3,NC
1729,166,288,52,5,181,31,NC
6,2,2,0,0,0,0,NC
0,1,0,0,0,0,0,NC
1630,191,389,47,2,76,78,NC
2482,303,633,107,14,197,45,NC
1801,134,368,67,13,155,2,NC
1173,140,236,41,11,84,10,NC
0,0,0,0,0,0,0,NC
80,8,16,1,0,3,0,NC
107,14,21,6,1,6,6,NC
1889,232,401,85,49,147,89,NC
2140,154,367,73,9,173,10,NC
309,42,63,6,0,23,14,NC
4603,543,1091,186,98,560,55,C
6313,737,1570,308,163,852,39,C
27,2,6,1,1,2,0,NC
1094,117,256,41,13,147,2,NC
8,0,3,1,0,1,0,NC
22,3,4,1,0,0,0,NC
644,85,137,15,20,65,3,NC
1757,199,387,52,1,120,31,NC
4218,448,984,193,43,372,6,C
167,9,41,3,0,10,0,NC
9,2,2,1,0,1,1,NC
1050,92,209,21,1,41,17,NC
2324,239,595,65,22,196,7,NC
145,14,31,7,2,16,1,NC
13,0,1,0,0,0,0,NC
897,99,200,33,4,54,15,NC
55,5,10,2,1,7,1,NC
141,21,23,3,3,7,1,NC
1935,219,444,73,30,186,6,NC
237,28,46,8,8,24,2,NC
3848,248,819,123,8,321,30,NC
4,0,0,0,0,0,0,NC
1135,149,267,37,6,71,60,NC
39,6,12,2,0,3,0,NC
3,0,1,0,0,0,0,NC
4,0,1,0,0,0,0,NC
9,0,3,1,0,0,0,NC
2,0,0,0,0,0,0,NC
888,112,194,28,3,90,51,NC
4,0,0,0,0,0,0,NC
184,11,28,4,4,16,0,NC
111,8,22,2,1,12,0,NC
3412,370,935,194,86,456,15,NC
4,0,1,0,0,0,0,NC
888,122,240,41,4,81,11,NC
263,45,69,4,0,33,2,NC
35,5,8,0,0,4,0,NC
3285,470,730,126,141,490,36,NC
963,139,193,20,1,85,63,NC
10,0,3,0,0,1,0,NC
2846,338,638,152,63,285,34,NC
43,1,6,0,1,2,0,NC
316,15,40,4,3,11,0,NC
133,16,26,4,0,0,0,NC
325,32,70,10,0,27,2,NC
17,1,2,0,0,1,0,NC
314,35,64,10,13,43,1,NC
204,17,48,13,0,12,3,NC
6673,769,1493,278,132,605,171,C
3,0,0,0,0,0,0,NC
383,47,94,8,2,34,10,NC
2174,244,452,87,78,272,6,NC
1934,149,385,66,1,165,12,NC
795,59,159,31,8,68,1,NC
42,1,9,1,0,1,0,NC
148,16,27,4,0,11,5,NC
1253,127,236,35,28,118,43,NC
4056,378,903,145,31,333,38,NC
104,10,21,1,1,12,1,NC
269,32,54,5,4,20,9,NC
2384,198,548,100,6,190,12,NC
7,2,2,0,0,0,0,NC
117,8,18,7,2,5,1,NC
2092,165,440,51,24,159,7,NC
235,33,66,3,0,30,27,NC
9,1,0,0,0,0,0,NC
83,16,36,4,0,0,0,NC
2916,371,690,92,18,249,116,NC
683,101,198,44,23,124,8,NC
27,3,3,0,0,2,0,NC
1225,89,236,39,6,80,3,NC
861,73,182,37,8,78,5,NC
161,15,27,1,3,9,0,NC
1959,151,437,72,6,203,13,C
96,10,18,5,0,6,0,NC
539,44,94,12,4,32,0,NC
651,82,157,33,18,83,6,NC
18,1,1,0,0,1,0,NC
7,0,0,0,0,0,0,NC
86,4,15,2,0,7,0,NC
44,4,11,3,0,1,0,NC
67,6,11,3,1,4,1,NC
229,17,58,7,6,31,2,NC
813,115,189,16,5,88,21,NC
56,5,12,4,0,1,0,NC
42,6,2,0,0,0,0,NC
867,57,143,28,4,48,1,NC
946,88,184,30,5,74,6,NC
16,1,4,0,0,1,0,NC
120,14,30,5,9,17,0,NC
107,11,20,2,0,4,0,NC
286,18,64,8,3,27,3,NC
83,4,20,2,0,7,0,NC
12,2,2,1,0,3,0,NC
11,1,1,0,1,1,0,NC
19,2,8,1,1,9,0,NC
351,31,86,7,1,32,0,NC
9,1,2,1,0,0,0,NC
1175,187,307,49,4,64,0,NC
689,29,102,14,9,47,0,NC
4841,555,1036,139,62,413,37,NC
2611,400,758,133,18,400,131,NC
127,15,17,3,2,16,0,NC
342,17,15,2,0,3,0,NC
171,6,18,0,0,0,0,NC
71,10,16,4,0,8,0,NC
128,11,32,6,0,3,0,NC
2392,381,490,56,8,185,194,NC
10,1,3,0,1,1,0,NC
9470,1338,2170,330,126,885,232,I
289,74,63,14,1,18,21,NC
3067,268,751,122,44,311,16,NC
19,0,0,0,0,1,0,NC
11,1,1,0,0,0,0,NC
2547,331,643,135,28,215,33,NC
493,29,49,7,3,38,4,NC
215,30,48,12,7,31,0,NC
762,84,171,39,28,84,11,NC
103,12,21,5,0,6,0,NC
109,9,23,8,0,7,0,NC
174,18,47,6,2,12,1,NC
3873,415,949,221,107,441,13,NC
20,1,1,0,0,2,0,NC
6,0,0,0,0,1,0,NC
1961,196,465,76,33,195,14,NC
142,9,30,5,0,7,2,NC
771,64,150,24,28,95,1,NC
4,0,0,0,0,0,0,NC
1733,208,458,65,29,272,33,NC
1106,113,218,31,1,108,29,NC
8,0,0,0,0,0,0,NC
2240,241,466,92,79,259,4,NC
503,51,116,13,8,69,1,NC
27,2,4,0,0,0,1,NC
3675,444,828,181,67,508,34,NC
6206,590,1486,244,93,645,57,C
287,34,59,8,6,23,2,NC
2,0,0,0,0,0,0,NC
7,1,2,0,0,0,0,NC
626,82,162,15,1,44,9,NC
20,0,1,0,0,0,0,NC
575,63,130,24,5,61,6,NC
5741,727,1641,296,64,841,181,NC
3566,339,781,153,93,444,8,C
469,65,131,26,18,72,3,NC
41,2,5,1,0,2,0,NC
326,34,54,6,0,24,2,NC
37,3,6,2,0,2,0,NC
3166,409,793,193,110,480,44,NC
984,106,230,29,2,49,5,NC
11,1,1,1,0,1,0,NC
762,97,131,21,6,47,26,NC
686,66,191,34,0,81,13,NC
5436,783,1088,176,29,348,46,C
105,9,20,2,0,12,0,NC
9224,1185,2354,409,85,775,88,I
76,2,10,0,0,2,0,NC
85,8,15,4,0,5,0,NC
11,3,2,0,0,1,0,NC
7632,913,1949,278,54,550,444,C
11,0,1,0,0,0,0,NC
5619,778,1422,220,54,402,254,C
2074,205,455,96,24,180,6,NC
671,52,57,5,0,25,17,NC
5392,533,1358,224,13,640,176,NC
0,0,0,0,0,0,0,NC
4,1,2,0,0,0,0,NC
5887,562,1432,224,53,484,112,NC
291,25,53,14,9,28,0,NC
55,10,17,2,0,6,0,NC
11,1,1,0,0,0,0,NC
24,2,3,0,0,4,1,NC
316,32,61,17,1,12,5,NC
6119,780,1508,242,49,796,151,NC
16,1,1,0,0,1,0,NC
52,1,11,2,0,2,0,NC
2501,204,472,59,5,232,13,NC
76,10,16,3,5,12,0,NC
0,1,0,0,0,0,0,NC
3679,322,813,114,49,281,15,NC
25,2,6,0,0,1,0,NC
2012,264,456,56,5,112,150,NC
612,63,148,28,5,67,17,NC
145,16,27,4,3,15,0,NC
5438,575,1226,179,44,428,18,NC
67,7,13,0,1,7,0,NC
1417,180,383,43,6,174,41,NC
1531,206,371,74,30,205,17,NC
78,5,22,1,0,4,2,NC
43,5,9,0,1,5,1,NC
2962,369,740,106,113,441,7,NC
47,6,13,2,0,6,0,NC
25,1,3,0,0,3,1,NC
1119,124,192,33,20,97,38,NC
25,1,5,0,0,1,0,NC
2131,184,501,83,24,192,8,NC
60,2,11,3,0,6,0,NC
5,0,4,0,0,0,0,NC
974,138,201,25,3,70,106,NC
40,7,8,5,2,9,0,NC
1549,163,349,73,46,193,5,NC
233,24,49,10,1,27,10,NC
779,76,183,37,17,81,4,NC
123,9,15,3,1,8,0,NC
18,1,3,0,0,4,0,NC
11,1,4,1,1,1,0,NC
18,4,1,1,0,0,1,NC
231,20,59,6,0,18,1,NC
17,0,6,0,0,1,1,NC
5430,662,1453,224,22,760,215,C
281,19,62,9,1,26,2,NC
40,4,5,2,0,9,1,NC
27,2,3,0,0,0,0,NC
476,63,113,20,12,44,7,NC
159,8,29,2,0,9,0,NC
270,30,64,12,8,32,0,NC
808,99,128,18,16,60,18,NC
96,11,23,3,0,13,2,NC
3,0,0,0,0,0,0,NC
5477,641,1243,201,117,500,44,C
242,25,45,5,0,19,0,NC
142,14,19,6,3,13,1,NC
1,0,0,0,0,0,0,NC
3379,393,798,147,103,396,25,NC
8,2,1,0,0,0,0,NC
1748,204,406,52,9,162,61,NC
5057,398,1131,198,68,446,29,NC
409,43,95,12,1,22,1,NC
2,0,0,0,0,0,0,NC
13,0,0,0,0,1,0,NC
2328,245,476,69,4,189,32,NC
4,0,1,0,0,1,0,NC
209,25,50,8,3,18,3,NC
88,3,15,2,0,8,2,NC
586,73,131,17,0,47,7,NC
5389,781,1420,207,39,392,373,C
4,0,0,0,0,0,0,NC
606,52,122,26,2,58,18,NC
8,2,2,0,0,0,0,NC
9,1,1,0,0,1,0,NC
169,22,38,6,8,24,2,NC
18,2,3,1,0,1,0,NC
284,40,100,22,2,62,8,NC
1034,219,283,36,3,146,28,NC
2253,161,397,54,2,171,55,NC
2989,400,798,144,70,381,7,NC
554,97,145,26,4,9,0,NC
7736,897,2315,314,164,1174,166,C
828,85,188,24,2,66,26,NC
227,13,44,6,0,9,1,NC
52,4,8,3,0,2,2,NC
8908,917,2093,436,264,1123,52,C
3298,419,778,161,91,371,134,NC
93,9,15,2,0,10,0,NC
4,0,2,0,0,0,0,NC
4,0,0,0,0,0,0,NC
706,95,152,26,14,73,12,NC
636,74,121,16,5,52,22,NC
1655,139,277,67,45,158,3,NC
4812,600,1091,222,154,709,75,NC
706,64,130,27,9,57,9,NC
361,45,61,7,0,33,1,NC
569,65,122,19,13,64,8,NC
17,3,3,1,0,0,1,NC
58,6,12,3,0,7,3,NC
388,37,73,12,2,20,8,NC
158,13,27,1,0,8,4,NC
2869,392,774,114,26,235,20,NC
99,3,17,4,0,7,1,NC
2410,272,579,109,48,266,9,C
1250,172,253,32,10,122,48,NC
16,2,1,0,0,0,0,NC
12249,1632,3142,583,251,1406,271,I
39,0,4,1,0,2,0,NC
2,0,0,0,0,0,0,NC
402,31,91,11,1,37,2,NC
55,4,11,1,0,4,1,NC
1107,129,274,41,4,84,3,NC
6177,881,1652,267,49,462,239,C
1390,190,249,42,29,133,34,NC
242,21,60,4,0,11,7,NC
1258,127,220,34,23,106,30,NC
1292,176,233,48,9,92,54,NC
13,0,2,1,0,0,0,NC
3070,334,668,135,40,283,67,NC
4814,593,1185,194,156,633,36,NC
32,2,7,3,0,2,0,NC
6,0,2,1,0,0,0,NC
90,3,17,3,1,9,0,NC
88,7,18,1,1,4,0,NC
96,4,23,3,0,9,0,NC
5,0,0,0,0,0,0,NC
787,71,156,23,1,58,30,NC
1,0,0,0,0,0,0,NC
545,41,109,17,2,20,2,NC
38,5,6,0,0,1,0,NC
2435,331,584,99,90,293,9,NC
203,17,33,5,0,7,0,C
1594,267,390,56,0,193,33,NC
4,0,0,0,0,0,0,NC
1295,134,303,23,2,114,3,NC
4904,609,1146,218,50,585,45,NC
2221,261,592,116,55,304,10,NC
2849,314,786,155,29,376,29,C
1232,89,216,29,1,73,2,NC
0,0,0,0,0,0,0,NC
11,1,1,1,0,2,1,NC
556,64,139,19,1,61,2,NC
2353,266,540,99,10,234,129,NC
7150,900,1664,379,275,1065,20,C
3323,331,685,61,14,212,154,NC
5781,766,1311,123,3,357,265,NC
1742,197,382,99,68,275,4,NC
37,4,6,1,0,5,0,NC
7,1,0,0,0,0,0,NC
46,4,7,1,0,2,0,NC
3729,389,761,122,136,472,20,NC
2727,396,644,104,3,217,52,NC
1938,248,418,67,9,123,19,NC
919,101,215,23,24,113,3,NC
2872,268,628,112,45,245,22,NC
145,14,42,10,0,18,0,NC
1253,106,206,32,23,93,6,NC
2,0,0,0,0,0,0,NC
10,0,1,0,0,1,0,NC
872,102,195,31,8,75,41,NC
73,10,13,0,0,0,5,NC
4655,426,856,116,50,351,82,NC
60,7,10,2,2,6,0,NC
6681,833,1768,291,135,929,71,I
15890,2190,4293,743,160,1326,199,C
675,60,167,26,16,94,0,NC
33,2,3,0,0,0,0,NC
1,0,0,0,0,0,0,NC
35,1,3,0,0,2,0,NC
244,29,50,5,0,14,0,NC
4,1,1,1,0,0,0,NC
3564,521,961,169,49,454,234,NC
4714,581,1128,179,130,634,39,NC
693,89,158,30,5,55,11,NC
167,25,36,8,11,22,1,NC
5,0,1,0,0,1,0,NC
375,54,87,13,4,31,8,NC
247,32,53,13,0,21,3,NC
53,4,8,1,0,3,0,NC
1608,138,379,70,18,185,38,NC
9927,1357,2705,396,37,842,62,C
393,38,78,11,10,39,2,NC
2217,281,510,78,41,212,25,NC
4,0,0,0,0,0,0,NC
1068,106,257,38,6,70,12,NC
11,2,1,1,0,0,0,NC
4,1,2,0,0,1,0,NC
375,35,85,6,0,24,12,NC
332,30,68,15,4,33,2,NC
166,7,22,4,0,3,0,NC
2555,318,602,124,31,199,96,NC
1,0,0,0,0,0,0,NC
1717,205,542,88,56,281,2,NC
1,0,0,0,0,0,0,NC
1478,193,299,76,36,154,21,NC
930,77,168,17,0,62,37,NC
3686,468,1088,242,53,398,18,C
10009,1135,2476,413,192,1068,57,C
10,2,3,0,1,1,1,NC
65,10,12,3,0,3,12,NC
289,23,58,4,0,24,3,NC
1,0,0,0,0,0,0,NC
4,1,2,0,0,1,0,NC
3016,401,717,50,4,192,150,NC
151,19,34,5,0,3,3,NC
213,18,46,5,3,14,3,NC
324,31,65,12,1,28,4,NC
74,11,15,3,0,2,2,NC
4233,491,967,193,122,514,61,NC
4,0,0,0,0,0,0,NC
322,25,78,9,1,37,5,NC
7,1,1,0,0,0,0,NC
624,67,135,28,15,107,0,NC
1348,122,219,25,9,99,31,NC
117,20,33,3,1,11,0,NC
10232,1383,3141,543,135,1138,319,I
4,0,0,0,0,0,0,NC
163,21,21,4,0,10,4,NC
231,20,46,6,3,14,8,NC
731,64,133,34,7,55,3,NC
555,63,126,20,8,46,6,NC
14,3,4,0,1,2,0,NC
575,49,129,17,0,55,5,NC
1385,160,304,43,7,108,103,NC
9,0,1,1,0,0,0,NC
1119,144,246,42,28,124,24,NC
541,55,100,20,12,39,5,NC
823,133,193,38,0,66,44,NC
10062,1506,2234,408,548,1595,174,I
72,7,16,3,1,4,0,NC
873,83,190,16,1,60,46,NC
688,56,144,23,28,84,0,NC
0,0,0,0,0,0,0,NC
266,23,62,7,5,34,0,NC
1058,144,269,47,2,79,42,NC
114,14,32,7,7,20,0,NC
9,2,2,0,0,0,0,NC
6380,559,1472,212,20,549,69,C
856,134,212,20,3,34,16,NC
163,20,35,2,0,14,3,NC
672,64,143,17,23,70,4,NC
265,22,44,5,0,12,10,NC
3204,367,670,135,121,410,16,NC
0,0,0,0,0,0,0,NC
39,5,8,1,0,0,0,NC
9,1,1,0,0,0,0,NC
602,66,107,19,19,62,3,NC
670,54,136,14,12,60,2,NC
3726,467,890,117,35,276,51,NC
204,13,37,5,4,19,0,NC
2,0,0,0,0,1,0,NC
4,0,1,0,0,1,0,NC
475,60,115,10,1,30,9,NC
5398,640,1233,230,21,353,250,NC
356,13,16,5,3,13,0,NC
159,15,28,1,0,3,1,NC
1,0,0,0,0,0,0,NC
125,4,21,2,0,9,0,NC
608,61,141,23,8,70,4,NC
1561,220,381,44,4,99,72,NC
4225,576,1040,151,13,272,76,NC
1348,125,260,58,11,109,19,NC
459,43,94,8,2,33,9,NC
11,2,2,0,0,2,0,NC
12,0,1,0,0,0,0,NC
243,5,13,1,0,4,1,NC
4785,492,1086,194,58,454,33,NC
12,1,2,1,0,4,0,NC
438,51,138,22,0,57,1,NC
135,7,24,8,0,3,0,NC
6104,1365,1646,273,46,625,188,NC
9086,1231,2350,413,172,1310,70,I
38,4,6,1,0,0,0,NC
35,8,6,2,0,0,0,NC
1392,163,284,53,63,187,4,NC
8,1,0,0,0,0,0,NC
434,64,106,18,5,47,16,NC
2718,316,677,100,7,272,56,NC
1630,239,452,75,35,226,5,NC
3581,457,1061,225,38,572,43,NC
24,3,2,0,0,0,0,NC
773,97,190,29,5,85,9,NC
2056,321,483,60,7,256,50,NC
136,26,34,6,0,0,0,NC
2066,183,386,57,31,167,22,C
199,28,40,5,0,16,6,NC
95,12,14,4,1,7,11,NC
53,5,10,2,1,0,0,NC
23,2,4,0,0,0,0,NC
338,40,71,6,11,38,6,NC
109,11,31,9,0,8,0,NC
10,0,2,0,0,0,0,NC
28,1,4,1,0,3,0,NC
6043,653,1393,272,20,696,65,C
25,2,3,0,0,2,0,NC
3911,676,984,201,129,534,54,NC
473,69,90,12,4,33,36,NC
463,43,96,15,7,39,7,NC
6,0,2,0,0,0,0,NC
16,3,4,1,1,3,0,NC
109,19,28,2,0,13,1,NC
33,0,2,1,0,1,0,NC
2367,296,572,88,21,271,38,NC
2956,490,803,140,18,268,29,NC
932,69,188,33,2,59,6,NC
106,14,27,1,5,15,1,NC
4212,385,812,117,137,471,16,NC
1921,166,408,61,33,180,8,NC
2306,276,618,128,71,289,2,NC
267,36,43,15,0,0,0,NC
2726,319,616,88,45,243,23,NC
5,0,1,1,0,0,0,NC
2706,306,640,113,12,226,37,NC
647,42,137,16,2,49,3,NC
1473,148,312,61,29,144,37,NC
176,25,44,5,0,0,0,NC
5337,409,1326,221,33,472,33,C
1116,98,247,49,7,93,6,NC
49,6,10,0,0,7,0,NC
541,68,127,31,19,46,16,NC
3,0,0,0,0,0,0,NC
28,0,0,0,0,0,0,NC
3,0,0,0,0,0,0,NC
3590,464,849,139,166,516,20,NC
3,0,0,0,0,0,0,NC
142,13,38,5,0,13,3,NC
246,35,57,12,3,19,1,NC
2,0,0,0,0,0,0,NC
42,2,6,0,0,1,0,NC
0,0,0,0,0,0,0,NC
41,3,10,3,0,5,0,NC
27,3,3,0,0,0,0,NC
11,0,2,1,0,0,0,NC
380,41,86,10,0,29,9,NC
278,25,65,14,6,24,5,NC
192,20,38,6,8,27,1,NC
4271,447,938,176,134,534,22,NC
23,1,4,1,0,1,2,NC
104,12,20,6,1,5,1,NC
172,16,40,9,0,15,3,NC
3823,357,819,142,71,347,13,C
3984,421,895,142,111,373,43,NC
32,2,9,0,0,1,0,NC
4935,898,1352,215,69,740,245,NC
142,10,15,3,0,5,4,NC
360,31,73,14,5,27,2,NC
1226,128,293,41,0,115,19,NC
10185,1545,2665,453,73,1440,619,I
990,115,251,25,5,56,32,NC
1275,96,259,35,22,108,5,NC
2352,217,469,76,12,146,16,NC
171,18,33,9,3,10,6,NC
1531,166,338,54,9,124,45,NC
32,1,3,1,0,1,0,NC
77,4,16,2,0,3,0,NC
361,39,66,10,8,32,5,NC
29,4,8,1,0,3,0,NC
189,16,38,4,0,10,0,NC
7,1,2,2,0,0,0,NC
221,21,55,9,1,23,5,NC
922,85,184,18,0,53,18,NC
17,4,4,0,0,0,0,NC
171,19,32,9,3,16,0,NC
5868,647,1486,239,133,728,14,NC
911,57,165,19,8,66,0,NC
2178,261,508,108,84,276,16,NC
9545,1389,2449,285,55,590,568,C
62,5,13,2,0,6,2,NC
4649,587,1287,186,8,505,152,NC
75,6,13,1,1,3,0,NC
2451,259,515,82,1,171,33,NC
7128,1052,1594,215,92,973,361,NC
67,3,16,4,1,8,0,NC
29,4,2,0,1,2,0,NC
4,0,1,0,0,1,0,NC
5599,737,1284,202,174,742,38,C
66,4,18,2,1,8,0,NC
391,39,92,14,2,50,6,NC
543,41,113,11,6,44,0,NC
558,39,107,20,2,37,5,NC
3265,296,650,142,54,294,4,C
51,4,4,1,0,0,1,NC
179,15,33,4,0,11,0,NC
253,35,43,5,1,12,9,NC
2324,230,456,72,30,174,14,C
330,28,67,10,3,21,8,NC
3,0,0,0,0,0,0,NC
181,8,37,2,4,25,0,NC
21,0,1,0,0,1,0,NC
1661,122,310,42,53,202,2,NC
3290,449,826,144,34,443,189,NC
618,70,127,15,11,54,9,NC
10,1,1,0,0,0,0,NC
764,96,145,31,23,82,5,NC
1419,126,316,53,2,119,28,NC
7833,995,1911,339,124,695,56,C
1,0,1,1,0,0,0,NC
2498,268,534,102,44,267,18,NC
9,0,0,0,0,0,0,NC
4015,357,816,118,102,410,14,C
8049,1135,2131,360,147,858,193,C
135,8,28,7,0,8,1,NC
108,2,12,2,1,7,0,NC
1374,108,291,62,28,166,0,NC
264,19,55,8,1,27,3,NC
589,86,151,23,5,63,0,NC
99,12,19,4,0,10,2,NC
384,51,80,5,0,4,0,NC
3293,469,750,129,32,239,183,NC
43,4,5,1,0,3,0,NC
9,3,1,0,0,0,0,NC
895,115,182,39,11,72,31,NC
5,1,0,0,0,0,0,NC
789,99,175,34,3,85,11,NC
83,9,24,5,1,6,1,NC
1364,122,326,50,2,96,12,C
57,5,7,2,1,2,0,NC
1326,148,274,54,37,147,2,I
1,0,0,0,0,0,0,NC
1268,88,302,30,2,125,27,NC
9461,1217,2161,311,54,675,266,C
138,17,23,0,5,13,6,NC
63,8,15,2,1,5,1,NC
34,4,8,0,0,2,2,NC
1896,218,423,88,33,196,10,NC
110,8,16,4,0,3,2,NC
121,16,31,3,0,6,1,NC
1701,195,371,28,3,115,72,NC
2030,254,450,88,10,187,12,NC
1,0,0,0,0,0,0,NC
2,0,1,0,0,0,0,NC
16,1,1,1,0,1,0,NC
31,3,5,1,1,2,0,NC
2016,256,450,83,115,301,3,NC
7,0,0,0,0,0,0,NC
3027,280,694,151,75,374,3,NC
182,12,30,3,0,8,3,NC
4532,606,1223,253,112,644,59,NC
1916,215,467,70,81,299,3,NC
553,58,127,21,16,82,3,NC
61,9,15,2,0,6,0,NC
7,0,1,0,0,0,0,NC
17,1,5,0,0,1,0,NC
1909,155,365,36,13,124,4,NC
47,10,15,1,0,4,0,NC
132,12,28,7,0,21,0,NC
1,1,0,0,0,0,0,NC
120,12,14,4,2,8,0,NC
182,16,39,2,0,5,1,NC
314,48,68,11,3,33,10,NC
303,35,54,6,1,17,8,NC
82,4,16,0,0,5,2,NC
2176,144,374,71,6,141,21,NC
124,12,26,7,0,7,0,NC
836,79,176,31,4,89,3,NC
5385,475,1243,195,16,488,21,NC
227,54,72,8,0,28,0,NC
6,0,0,0,0,0,0,NC
139,10,23,2,1,6,3,NC
24,2,4,3,0,3,0,NC
513,35,88,19,0,59,5,NC
6717,798,1526,257,197,828,40,NC
7133,740,1692,260,27,597,168,C
8,3,1,0,0,0,0,NC
159,25,31,4,6,16,0,NC
4577,586,1075,200,39,391,95,NC
370,32,72,19,8,35,1,NC
70,11,14,2,1,8,5,NC
4164,331,833,135,3,346,63,NC
6628,913,1697,316,124,699,179,C
1822,246,438,45,4,55,3,NC
1443,176,303,71,23,111,40,NC
0,1,0,0,0,0,0,NC
82,2,13,2,0,6,3,NC
414,31,98,13,2,29,0,NC
213,24,52,9,0,12,1,NC
1351,128,232,25,13,82,54,NC
3308,272,682,105,7,272,47,NC
49,3,14,3,0,5,0,NC
81,8,21,4,0,7,1,NC
2295,250,483,78,43,241,41,NC
4603,544,1143,191,27,436,29,NC
16,1,3,0,0,0,0,NC
1135,114,252,44,40,123,3,NC
99,8,18,3,1,3,0,NC
448,35,80,18,4,29,2,NC
13,0,2,0,0,0,0,NC
223,15,30,0,0,12,0,NC
282,30,76,9,0,32,4,NC
142,18,23,5,4,13,0,NC
844,60,162,29,2,83,11,NC
332,15,53,9,0,24,0,NC
4610,547,1032,196,15,430,100,NC
2543,555,869,133,11,449,26,C
260,22,50,8,2,19,3,NC
24,0,0,0,0,0,0,NC
4454,379,880,105,17,386,65,NC
150,15,36,3,0,14,2,NC
6957,851,1861,271,85,636,88,C
1367,135,268,44,20,99,54,NC
638,70,148,19,0,32,25,NC
132,16,27,6,0,9,3,NC
163,23,35,7,2,19,0,NC
874,105,196,25,0,74,4,NC
12167,1782,3319,605,234,1307,504,I
127,9,26,4,2,9,1,NC
2244,198,576,129,42,285,0,NC
421,65,86,20,9,34,18,NC
521,48,72,6,23,60,0,NC
45,1,7,1,0,3,0,NC
1,0,0,0,0,0,0,NC
122,15,27,1,0,4,12,NC
51,5,7,0,0,0,0,NC
2,1,0,0,0,0,0,NC
29,1,3,0,0,0,0,NC
1606,162,376,85,52,204,7,NC
41,4,9,1,0,2,0,NC
5737,681,1477,245,207,792,8,C
4,0,0,0,0,0,0,NC
15,0,0,0,0,0,0,NC
587,24,63,12,3,27,3,NC
27,2,8,2,1,7,1,NC
1549,245,388,46,9,146,48,NC
2949,392,659,79,5,265,127,C
1148,99,246,40,0,63,9,NC
1,0,0,0,0,0,0,NC
86,5,19,3,0,3,2,NC
4813,684,1282,232,111,495,82,NC
457,46,129,28,2,61,3,NC
6432,769,1506,264,59,710,121,C
1251,108,285,45,6,111,7,NC
98,13,21,2,3,4,3,NC
3141,410,808,137,101,518,5,NC
5026,446,1109,161,39,418,17,C
898,117,205,43,5,60,26,NC
3,0,0,0,0,1,0,NC
113,15,23,2,0,7,1,NC
31,2,5,0,0,3,0,NC
8530,901,1935,255,14,523,98,C
81,7,16,1,1,3,0,NC
6,0,1,0,0,1,0,NC
756,149,161,12,0,29,141,NC
206,41,43,3,0,3,7,NC
1,0,0,0,0,0,0,NC
