PA,R,H,2B,HR,RBI,SB,HallOfFame
127,9,23,6,0,0,0,NC
31,0,2,2,0,0,0,NC
4271,374,1045,213,124,582,2,NC
9017,1737,2701,304,76,1067,626,C
371,54,75,16,11,36,5,NC
197,33,58,6,3,36,6,NC
49,6,10,1,0,0,0,NC
36,3,7,0,1,5,0,NC
12,5,4,1,0,2,0,NC
41,3,7,0,0,4,1,NC
81,6,15,5,0,4,4,NC
4972,613,1167,201,40,423,186,NC
13,2,5,0,0,3,0,NC
1007,120,240,30,19,97,11,NC
811,84,185,38,12,77,6,NC
6,0,0,0,0,0,0,NC
23,4,2,0,0,0,2,NC
82,9,20,1,0,3,0,NC
3017,264,612,107,32,266,35,NC
5,0,1,0,0,1,0,NC
51,10,6,1,2,4,1,NC
654,59,134,16,0,48,12,NC
0,0,0,0,0,0,0,NC
12,1,3,0,0,0,1,NC
5513,758,1264,242,280,873,48,NC
12,1,2,0,0,0,0,NC
246,66,63,6,0,39,7,NC
708,45,141,14,3,51,1,NC
1192,136,305,52,15,112,10,NC
138,15,20,4,3,11,0,NC
7,1,2,1,0,0,0,NC
12013,1445,2877,456,80,951,404,C
151,15,45,11,4,27,0,NC
4835,548,1110,194,64,470,60,NC
7,0,0,0,0,0,0,NC
1012,85,247,36,10,146,11,NC
191,11,47,6,0,15,3,NC
3,0,0,0,0,0,0,NC
25,3,5,1,0,1,0,NC
57,7,12,4,0,4,1,NC
2767,322,631,111,15,298,59,NC
2221,180,421,55,31,202,5,NC
457,36,115,22,2,22,3,NC
605,51,131,32,13,69,3,NC
276,34,56,6,2,13,1,NC
3816,463,1046,209,99,492,18,NC
680,76,139,27,3,54,17,NC
6656,985,1553,260,255,870,284,C
2008,250,418,71,41,170,25,NC
1311,86,244,51,12,114,3,NC
1140,144,294,28,7,90,34,NC
1175,87,265,23,2,93,41,NC
615,84,131,12,1,48,15,NC
87,10,21,2,5,14,0,NC
681,130,287,50,4,28,12,NC
240,28,43,4,0,21,6,NC
1631,147,388,58,23,164,4,NC
34,0,5,0,0,0,0,NC
3471,401,907,144,14,389,145,NC
3320,303,579,119,85,304,26,NC
62,11,6,1,0,0,1,NC
588,56,117,15,2,53,12,NC
71,13,18,2,0,9,0,NC
7109,1120,2193,373,154,1078,56,I
300,25,68,12,2,19,1,NC
2,1,1,1,0,0,0,NC
28,6,7,2,0,4,0,NC
93,5,11,1,0,3,1,NC
375,44,84,12,2,51,2,NC
7809,889,1776,270,339,1187,20,C
7,1,2,1,0,0,0,NC
23,3,6,1,0,3,1,NC
70,9,20,0,0,7,0,NC
240,43,56,5,0,14,6,NC
1491,154,341,50,1,91,11,NC
5817,539,1270,263,97,640,64,NC
600,60,121,13,0,26,7,NC
3178,331,726,92,8,239,128,C
18,1,1,1,0,0,0,NC
2654,308,585,64,9,259,26,I
41,2,3,0,0,4,0,NC
2848,381,676,106,87,385,20,NC
8,3,1,0,0,0,0,NC
291,38,69,14,4,30,2,NC
142,16,29,4,0,21,1,NC
366,63,79,5,1,17,49,NC
970,113,199,39,31,123,18,NC
29,0,1,0,0,0,0,NC
98,13,23,2,2,9,0,NC
1159,89,271,50,25,110,1,NC
1095,81,186,19,4,78,18,NC
7874,973,1875,396,215,884,58,C
223,14,34,4,0,18,2,NC
1281,134,267,42,36,140,1,NC
208,27,45,7,4,19,3,NC
888,123,199,48,37,123,9,NC
4,1,1,0,0,0,0,NC
12,0,2,0,0,1,0,NC
37,2,9,0,0,1,3,NC
267,25,51,10,1,12,2,NC
985,108,235,40,25,104,2,NC
157,9,28,2,3,19,0,NC
1,0,0,0,0,0,0,NC
1056,137,213,54,53,161,6,NC
2162,254,527,104,49,250,5,NC
4119,478,1085,218,51,556,66,NC
5260,563,1205,173,55,482,31,C
6871,679,1565,241,52,567,71,C
2,0,1,0,0,0,0,NC
4380,729,995,125,31,423,197,NC
178,19,42,9,0,1,0,NC
137,14,19,1,1,17,3,NC
2578,293,646,86,41,249,22,NC
642,50,129,21,0,50,5,NC
2739,407,679,133,102,352,90,NC
108,7,19,2,1,2,0,NC
16,2,2,1,0,1,0,NC
680,85,143,20,2,52,13,NC
398,28,64,5,0,27,22,NC
334,28,55,8,1,24,4,NC
6351,993,1564,226,31,759,318,NC
4626,626,1137,255,122,566,116,NC
9,0,0,0,0,0,0,NC
734,65,144,20,10,64,11,NC
5940,830,1563,249,71,607,83,NC
5,1,1,0,0,0,0,NC
1856,157,294,49,14,101,13,NC
44,5,9,2,0,0,0,NC
151,10,37,4,0,16,0,NC
59,9,11,1,1,9,1,NC
32,2,7,0,0,1,2,NC
1,0,0,0,0,0,2,NC
744,50,128,26,6,61,11,NC
1117,122,242,36,10,93,15,NC
1117,132,239,29,3,100,40,NC
1500,108,322,34,3,106,20,NC
561,42,105,16,4,56,12,NC
4468,502,1206,225,106,557,29,NC
4382,727,1100,152,58,594,383,NC
26,3,3,0,0,0,0,NC
232,18,49,8,0,12,5,NC
1995,177,448,57,3,203,4,NC
3737,339,821,104,14,254,35,NC
10550,1424,3053,445,92,1015,353,I
851,108,153,17,4,92,48,NC
2052,178,496,58,0,168,16,NC
3122,395,764,124,71,403,17,NC
121,8,24,3,2,9,6,NC
483,47,103,12,4,51,1,NC
6457,1460,1965,388,70,1047,405,I
70,9,19,3,0,11,0,NC
36,6,6,2,0,3,0,NC
565,58,112,13,3,40,5,NC
1994,237,476,50,3,143,26,C
120,8,19,2,0,13,0,NC
694,69,154,26,13,65,2,NC
1995,209,414,80,69,264,2,NC
1,0,0,0,0,0,0,NC
2482,374,655,72,8,270,14,NC
4513,608,895,153,237,623,44,NC
566,53,135,26,4,52,4,NC
6,2,2,0,0,1,0,NC
13,0,1,0,0,0,0,NC
4714,559,1173,186,57,405,93,NC
69,6,12,2,0,5,1,NC
837,80,165,35,15,60,9,NC
119,11,22,5,4,10,3,NC
33,6,7,0,0,2,0,NC
8249,992,1923,298,32,565,139,I
1998,216,513,124,67,260,11,NC
601,54,122,18,6,39,5,NC
488,45,74,6,0,5,0,NC
670,75,147,29,14,75,2,NC
12,2,2,1,0,0,0,NC
127,14,28,3,1,12,2,NC
11,2,1,0,1,1,0,NC
38,4,10,3,0,5,0,NC
61,7,7,2,0,9,0,NC
4863,480,1142,143,42,377,58,NC
338,39,74,9,0,25,18,NC
124,17,23,5,2,8,2,NC
2222,208,503,96,30,229,12,NC
81,8,21,3,3,10,0,NC
405,49,87,10,6,42,19,NC
32,2,7,0,0,1,1,NC
0,0,0,0,0,1,0,NC
1239,142,289,56,40,128,9,NC
6899,616,1480,240,93,620,20,C
1294,163,345,66,29,143,14,NC
1016,83,238,51,2,109,19,NC
0,0,0,0,0,0,0,NC
3325,428,824,166,69,376,27,NC
884,67,161,34,23,99,5,NC
29,5,8,1,0,3,0,NC
151,0,0,0,0,0,0,NC
2623,342,595,80,17,311,132,NC
15,0,1,0,0,0,0,NC
36,2,5,0,0,1,1,NC
283,25,55,12,5,20,3,NC
82,12,24,3,1,11,0,NC
2096,294,429,49,8,152,84,NC
3,1,0,0,0,0,0,NC
67,6,13,4,0,6,1,NC
775,68,147,12,1,40,41,NC
149,21,36,7,0,17,9,NC
102,9,15,4,0,6,2,NC
6534,842,1609,333,253,941,61,C
8220,1033,1833,320,224,864,104,C
33,2,3,0,0,1,0,NC
139,13,26,0,1,3,3,NC
214,15,46,10,2,15,2,NC
12,1,0,0,0,0,0,NC
3667,394,858,110,20,429,54,NC
1,0,0,0,0,0,0,NC
1225,113,307,52,10,123,21,NC
2664,254,605,90,2,216,32,NC
9685,1074,2472,483,248,1389,21,C
1285,125,306,50,23,156,6,NC
105,5,24,2,0,12,0,NC
5029,933,1334,244,62,756,224,NC
137,14,39,2,0,7,0,NC
6247,736,1340,216,41,490,385,NC
111,11,26,2,0,4,4,NC
341,24,61,17,11,41,1,NC
154,13,27,1,0,16,4,NC
2349,173,440,64,39,234,9,NC
2873,312,692,132,6,252,57,C
7315,985,1838,336,180,1189,149,I
9692,1249,2247,362,528,1591,26,I
494,49,108,23,7,52,7,NC
1413,115,315,48,3,146,17,NC
1428,125,368,68,25,200,0,C
607,37,90,14,6,44,4,NC
5976,705,1388,246,33,511,99,NC
4,0,0,0,0,0,0,NC
37,8,6,1,1,7,0,NC
0,0,0,0,0,0,0,NC
3,0,1,0,0,0,0,NC
295,41,64,9,5,36,4,NC
2116,255,487,94,73,249,22,NC
158,19,34,8,3,17,1,NC
9833,1283,2086,290,573,1584,19,I
948,109,255,34,6,109,13,NC
2012,215,386,68,3,167,8,NC
339,23,57,8,0,17,9,NC
1586,179,402,95,28,178,18,NC
9,2,2,0,0,0,0,NC
5258,759,1236,246,233,771,96,NC
111,11,23,3,0,7,2,NC
64,9,12,2,0,0,0,NC
4,0,0,0,0,2,0,NC
2941,270,736,153,59,317,7,NC
4,0,0,0,0,0,0,NC
283,37,54,6,0,17,16,NC
49,6,10,1,2,3,0,NC
2960,345,596,55,5,119,147,NC
5847,791,1267,186,265,825,25,C
19,1,2,0,0,2,0,NC
2353,259,598,112,13,214,43,NC
16,2,3,0,0,1,0,NC
4,0,0,0,0,0,0,NC
8359,1175,2150,321,358,1430,30,I
566,75,136,22,10,66,2,NC
4614,551,1031,189,47,422,81,NC
4702,573,1117,168,19,511,214,NC
1361,134,315,38,7,98,37,NC
847,65,189,29,10,79,3,NC
19,5,3,0,0,1,0,NC
101,11,21,2,0,1,0,NC
2373,267,543,73,86,310,5,NC
6,0,0,0,0,0,0,NC
2251,233,527,100,44,223,47,NC
32,4,4,0,2,5,0,NC
47,4,5,0,0,4,0,NC
1,0,0,0,0,0,0,NC
1943,122,362,43,1,111,28,NC
6,0,1,0,0,1,0,NC
1,0,0,0,0,0,0,NC
74,3,10,1,3,8,1,NC
942,81,205,20,3,71,8,NC
1322,126,330,40,2,111,5,NC
890,60,175,39,0,73,4,NC
1299,121,282,35,2,126,10,NC
819,90,163,21,1,24,0,NC
20,3,3,1,0,0,0,NC
3890,337,802,154,41,268,19,NC
30,3,5,1,0,3,0,NC
207,17,46,4,0,13,10,NC
233,27,38,5,0,1,0,NC
102,9,16,2,0,7,5,NC
1347,148,290,49,19,122,7,NC
1577,160,327,64,5,153,35,NC
2,0,0,0,0,0,0,NC
0,0,0,0,0,0,0,NC
402,41,95,25,0,32,4,NC
3682,695,821,146,19,348,262,NC
15,13,3,0,0,1,9,NC
25,1,2,0,0,3,0,NC
10,4,2,0,0,0,0,NC
11,0,2,0,0,1,0,NC
2183,188,497,74,13,156,3,NC
1634,145,357,48,16,140,23,NC
4397,488,972,149,75,404,145,NC
1705,227,402,74,55,214,7,NC
1924,205,460,100,18,183,8,NC
750,87,155,15,0,48,12,NC
2756,352,775,143,59,350,106,NC
11,7,1,0,0,0,0,NC
3,0,0,0,0,0,0,NC
155,10,33,4,3,10,0,NC
2,0,0,0,0,0,0,NC
1,0,0,0,0,0,0,NC
812,54,157,22,6,62,2,NC
276,41,59,10,0,15,1,NC
1728,170,414,79,44,208,17,NC
27,2,6,2,0,2,0,NC
3787,423,950,181,133,521,18,NC
3,0,0,0,0,1,0,NC
119,17,25,6,0,11,0,NC
321,33,73,16,6,40,0,NC
17,2,5,0,0,1,0,NC
5166,657,1400,275,130,726,80,C
158,8,22,4,0,10,0,NC
815,33,107,17,2,33,3,NC
1,0,0,0,0,0,0,NC
132,9,26,1,0,8,1,NC
5448,553,1316,196,45,592,69,NC
2039,248,458,96,86,305,19,NC
31,5,6,0,2,4,0,NC
38,5,6,2,0,7,1,NC
63,4,13,2,0,6,1,NC
342,30,56,11,5,27,1,NC
153,13,41,9,0,13,0,NC
1699,124,282,66,16,165,13,NC
12,1,1,0,0,0,0,NC
1050,111,232,39,31,132,6,NC
26,2,3,0,0,0,0,NC
7,0,1,1,0,0,0,NC
7,0,1,0,0,0,0,NC
4,2,1,0,1,2,0,NC
18,2,5,0,0,0,0,NC
36,3,11,1,1,4,1,NC
315,33,77,16,5,27,5,NC
828,49,176,27,22,109,1,NC
4910,518,987,135,10,418,159,C
4,1,1,1,0,0,0,NC
2,0,0,0,0,0,0,NC
1906,183,341,37,10,118,10,NC
448,37,85,14,2,27,11,NC
20,1,5,0,0,0,0,NC
5,1,2,0,0,1,0,NC
595,57,141,21,12,64,2,NC
26,2,4,1,0,3,0,NC
5538,553,1225,200,21,514,66,NC
30,3,5,1,0,2,0,NC
678,69,149,25,9,66,9,NC
2,0,2,0,0,2,0,NC
17,2,2,0,0,1,0,NC
134,17,29,2,0,9,0,NC
6368,645,1396,200,162,654,41,C
215,22,51,5,2,23,3,NC
264,27,65,10,13,40,1,NC
3340,360,742,121,18,234,60,NC
20,2,8,1,0,3,0,NC
3640,315,807,176,75,377,9,NC
3844,443,946,233,70,420,16,NC
1524,187,345,43,5,132,5,NC
32,4,7,2,0,0,0,NC
4810,500,1239,177,41,432,75,NC
2111,166,336,39,35,123,10,NC
0,0,0,0,0,0,0,NC
3722,349,829,126,34,287,11,NC
11,1,3,0,0,1,0,NC
9,3,1,1,0,0,0,NC
749,111,165,45,22,86,30,NC
3593,307,660,109,77,295,41,NC
663,65,150,23,24,71,5,NC
684,80,175,45,4,74,13,NC
27,1,4,1,0,0,0,NC
1616,152,340,45,9,117,17,NC
1331,123,205,25,38,134,2,NC
74,4,10,2,0,1,0,NC
4615,418,906,131,11,325,39,NC
4104,393,969,150,104,449,13,NC
647,40,52,11,6,19,5,NC
5246,567,1394,198,15,406,66,NC
2879,380,653,100,4,190,76,NC
2217,244,565,104,33,222,18,NC
3595,544,920,102,1,357,16,NC
22,3,4,1,0,1,2,NC
1467,170,325,39,12,106,56,NC
27,4,7,1,0,5,0,NC
3766,372,880,183,57,453,29,NC
0,0,0,0,0,0,0,NC
98,6,11,1,0,2,4,NC
311,25,70,6,0,21,2,NC
5303,925,1429,259,53,836,129,NC
1726,205,397,61,7,176,40,NC
14,2,3,0,0,0,2,NC
22,5,2,0,0,1,0,NC
5729,523,1187,165,142,548,19,C
9,0,1,0,0,0,0,NC
39,3,7,1,0,6,0,NC
0,0,0,0,0,0,0,NC
10,0,2,0,0,0,0,NC
1051,105,230,47,22,134,2,NC
125,8,29,1,1,11,0,NC
98,14,20,6,0,7,0,NC
2615,251,633,125,20,238,23,NC
432,54,105,9,4,28,5,NC
2287,356,522,71,135,358,10,NC
1815,244,400,31,7,197,118,NC
2868,285,573,76,58,239,16,NC
3347,378,738,157,41,322,78,NC
49,6,20,0,0,8,2,NC
2038,198,421,74,23,172,25,NC
4777,720,1202,142,18,543,158,NC
330,13,57,10,4,19,2,NC
31,3,6,2,0,2,1,NC
283,38,63,11,2,30,6,NC
226,25,57,18,6,23,0,NC
2597,338,694,162,100,363,13,NC
1806,153,294,58,31,159,7,NC
3890,454,876,176,166,565,8,NC
5,1,0,0,0,0,0,NC
90,6,14,0,0,4,6,NC
8,0,1,1,0,0,0,NC
78,8,15,3,0,5,0,NC
17,1,3,0,0,1,0,NC
3200,281,714,118,27,269,23,NC
213,26,55,13,0,9,4,NC
226,20,56,15,0,18,1,NC
2269,242,520,110,22,303,16,NC
0,0,0,0,0,0,0,NC
269,27,58,9,1,26,8,NC
828,76,195,34,24,112,3,NC
3532,243,710,98,55,327,3,NC
7471,1018,1936,197,27,441,369,C
4,0,1,0,0,0,0,NC
23,3,6,1,0,4,0,NC
429,42,96,13,3,47,4,NC
16,1,3,1,0,0,0,NC
234,19,52,10,1,27,0,NC
79,12,17,5,0,8,5,NC
1167,172,301,35,1,116,9,NC
30,6,8,2,0,0,2,NC
22,3,1,0,1,2,0,NC
6780,753,1603,281,40,877,305,NC
4,0,0,0,0,1,0,NC
30,7,5,1,1,4,0,NC
93,14,23,1,3,12,1,NC
5276,749,1171,190,28,345,428,NC
12,0,2,0,0,1,1,NC
1459,234,352,36,4,134,86,NC
336,31,64,6,1,31,7,NC
706,83,139,38,25,92,4,NC
199,23,38,4,3,17,0,NC
2557,321,597,114,42,329,8,NC
1030,94,170,32,0,87,18,NC
13346,2305,3094,522,304,1129,1375,I
1,0,0,0,0,0,0,NC
750,84,173,31,2,55,10,NC
303,23,59,9,9,33,0,NC
1768,207,382,66,19,154,9,NC
171,18,30,2,1,7,0,NC
6,0,0,0,0,0,0,NC
746,84,159,33,14,69,34,NC
193,16,41,1,0,16,9,NC
1902,212,479,80,24,227,17,NC
1431,246,403,52,2,160,6,C
62,5,11,2,0,3,1,NC
4518,560,894,106,4,295,114,NC
665,60,145,15,8,63,15,NC
154,14,19,4,2,12,4,NC
6,0,1,0,0,0,0,NC
366,23,79,19,4,38,2,NC
1710,180,345,69,24,161,13,NC
700,56,124,19,1,41,3,NC
14,2,1,0,1,1,0,NC
13,1,0,0,0,1,0,NC
606,67,144,30,20,88,1,NC
106,12,25,1,0,8,1,NC
149,12,29,6,1,16,4,NC
187,14,44,9,2,15,1,NC
10099,1532,2880,466,105,1244,419,I
36,8,4,2,0,0,0,NC
91,10,15,6,2,7,0,NC
4047,431,855,209,122,480,11,NC
32,0,0,0,0,0,0,NC
2,0,1,1,0,0,0,NC
2321,188,514,70,13,211,14,NC
843,72,165,31,3,65,14,NC
282,24,63,9,3,15,1,NC
341,27,76,17,4,27,3,NC
206,20,41,10,3,23,4,NC
1158,107,305,45,15,138,4,NC
926,95,193,23,2,42,11,NC
15,1,2,0,0,0,0,NC
7745,1076,2156,426,294,1236,94,C
7722,1173,2103,356,96,926,118,I
1288,124,259,60,29,125,2,NC
1705,213,377,72,48,198,1,NC
3587,399,857,176,35,454,30,NC
143,17,17,1,1,13,3,NC
65,6,14,1,0,12,1,NC
99,28,46,6,0,0,0,NC
547,41,116,13,0,36,8,NC
18,1,1,0,0,1,0,NC
98,14,21,4,2,12,1,NC
4590,496,1058,237,147,625,33,NC
151,10,23,7,0,9,1,NC
1,0,0,0,0,0,0,NC
128,9,26,5,0,6,2,NC
469,50,94,17,3,34,13,NC
8400,1600,2597,522,101,1466,456,I
113,27,25,5,1,17,5,NC
424,38,93,12,15,41,1,NC
2982,287,642,62,8,189,133,NC
16,3,3,0,2,3,0,NC
394,47,90,23,12,48,2,NC
88,5,14,2,1,8,1,NC
1659,147,344,62,29,148,35,NC
713,60,151,19,3,73,8,NC
160,15,37,2,0,10,1,NC
30,4,2,0,0,2,1,NC
4066,621,941,191,94,382,343,NC
1,0,0,0,0,0,0,NC
7454,883,1751,276,43,848,140,C
118,7,28,4,1,9,0,NC
9838,1157,2412,473,163,1256,133,C
624,44,142,24,17,67,1,NC
69,8,9,1,0,1,0,NC
6334,714,1469,190,6,442,193,C
1391,138,347,56,5,112,17,NC
8306,1033,2047,173,16,427,576,C
24,0,4,0,0,1,0,NC
169,17,37,8,5,19,1,NC
894,78,195,43,13,97,1,NC
31,0,2,0,0,4,2,NC
925,73,194,28,6,89,11,NC
1,0,0,0,0,0,0,NC
97,6,16,2,0,7,1,NC
1768,169,364,61,42,225,3,C
1329,164,278,30,0,81,83,NC
1202,99,222,31,0,64,8,NC
20,2,4,1,0,2,0,NC
848,100,180,28,1,29,5,NC
10947,1606,2638,466,499,1646,232,C
4432,580,1095,157,25,476,173,NC
135,11,25,4,0,4,1,NC
11,2,0,0,0,0,0,NC
625,69,123,15,8,46,3,NC
55,0,3,0,0,2,1,NC
473,45,96,20,11,48,1,NC
3430,441,795,144,27,404,107,NC
758,96,179,17,0,37,26,NC
4001,367,954,146,9,329,62,NC
313,23,78,16,4,45,1,NC
25,1,3,0,0,1,0,NC
5832,644,1317,181,54,435,164,NC
61,3,10,2,1,5,1,NC
562,80,94,11,6,35,16,NC
161,10,22,4,0,10,2,NC
1,0,0,0,0,0,0,NC
274,78,96,18,0,54,4,NC
2155,371,559,61,13,197,274,NC
2382,264,530,81,16,173,25,NC
21,2,2,0,0,2,0,NC
313,23,61,10,4,21,6,NC
435,46,50,6,1,11,3,NC
5845,623,1493,221,169,768,9,C
1268,142,245,41,12,59,26,NC
493,51,109,11,8,58,1,NC
10,1,1,0,0,0,0,NC
2,0,0,0,0,0,0,NC
57,12,10,0,1,3,1,NC
2773,312,726,113,40,275,30,NC
6,0,2,1,0,2,0,NC
1876,142,286,48,6,119,30,NC
816,72,195,23,8,64,3,NC
7,0,3,0,0,1,0,NC
244,30,51,8,1,22,12,NC
22,0,2,0,0,0,0,NC
2,0,0,0,0,0,0,NC
544,81,134,22,3,59,12,NC
64,7,11,3,1,8,0,NC
54,4,11,1,2,5,0,NC
73,6,12,3,0,7,1,NC
56,5,14,1,0,5,0,NC
15,2,2,0,0,0,0,NC
1,0,1,0,0,0,0,NC
210,23,37,5,3,17,2,NC
446,68,124,17,7,60,3,NC
2,0,0,0,0,0,0,NC
2,0,0,0,0,0,0,NC
2079,254,451,60,22,208,41,NC
702,93,165,37,2,67,10,NC
910,125,202,37,5,53,67,NC
1289,134,268,24,8,93,12,NC
1,0,0,0,0,0,0,NC
52,3,12,2,0,5,0,NC
2018,163,312,72,25,167,28,NC
10,5,2,0,1,1,0,NC
496,47,94,14,8,35,1,NC
4623,655,950,138,29,358,170,NC
22,2,3,2,0,1,0,NC
1547,200,396,62,14,163,23,NC
71,8,13,1,2,6,1,NC
224,25,38,0,4,10,2,NC
586,58,90,13,2,33,22,NC
1757,117,367,69,35,188,3,NC
2,0,0,0,0,0,0,NC
289,35,52,8,2,26,7,NC
4,0,1,0,0,0,0,NC
1012,165,245,39,2,71,31,NC
283,38,67,12,6,28,1,NC
1387,93,250,44,19,134,0,NC
8385,1429,2048,248,40,725,596,NC
1656,173,394,72,17,136,30,NC
5668,696,1423,244,118,679,129,NC
1729,223,380,72,22,148,52,NC
26,3,5,1,0,2,0,NC
18,1,3,1,0,0,0,NC
74,5,9,1,2,8,0,NC
7565,1039,2006,414,122,1043,132,C
809,81,149,23,16,60,8,NC
3010,345,721,138,37,383,20,NC
19,0,2,0,0,0,0,NC
908,108,179,33,27,90,10,NC
33,7,6,2,1,1,1,NC
1142,202,273,39,3,91,44,NC
193,29,31,8,1,0,0,NC
291,38,50,10,4,14,11,NC
1208,83,287,46,0,108,2,NC
374,37,73,18,8,41,0,NC
7220,904,1634,211,11,526,317,I
811,87,205,53,12,105,2,NC
22,1,4,0,0,0,0,NC
51,6,10,1,0,4,0,NC
444,51,110,8,0,23,0,NC
7,1,2,0,0,1,0,NC
744,92,163,33,36,121,4,NC
3659,462,829,140,22,219,226,NC
228,21,33,10,5,24,1,NC
8177,1285,2164,418,363,1238,176,C
8965,1291,2660,542,183,1539,113,I
63,5,13,2,1,5,0,NC
1348,122,297,51,6,121,46,NC
616,44,102,30,10,62,1,NC
5641,721,1452,340,117,627,46,NC
9,3,4,0,0,2,0,NC
2594,328,597,110,76,306,16,NC
9822,1192,2501,384,181,1020,401,NC
321,33,48,1,0,19,0,NC
0,0,0,0,0,0,0,NC
8657,1241,2038,483,473,1512,14,C
2182,345,568,74,7,153,262,NC
218,21,41,9,4,35,1,NC
29,3,7,3,0,1,1,NC
3569,492,801,104,129,482,33,NC
4,1,2,1,0,0,0,NC
487,29,88,12,0,34,4,NC
3,0,0,0,0,0,0,NC
3835,480,938,192,122,540,57,NC
327,35,73,9,8,43,0,NC
2025,292,519,89,12,153,44,NC
46,6,7,2,2,5,0,NC
426,5,14,3,4,12,1,NC
1602,109,259,41,11,126,15,NC
1185,138,282,29,3,75,56,NC
548,11,23,6,3,11,0,C
953,118,274,48,8,121,11,NC
5481,733,1313,177,35,386,511,NC
1152,131,282,47,8,103,31,NC
7412,915,1779,289,96,797,238,C
14,1,1,0,0,0,0,NC
53,2,14,2,0,3,0,NC
78,2,16,2,1,8,0,NC
1012,96,217,24,1,111,30,NC
11,0,2,0,0,0,0,NC
629,72,133,19,11,74,3,NC
27,3,2,0,0,0,1,NC
569,42,111,31,6,55,5,NC
4,0,1,0,0,0,0,NC
1729,164,329,56,34,113,16,NC
1445,130,369,46,2,97,77,NC
0,0,0,0,0,0,0,NC
30,3,6,1,0,2,2,NC
1244,136,297,51,15,139,28,NC
1116,94,241,43,17,126,3,NC
218,39,56,9,2,28,0,NC
6240,579,1345,199,11,594,177,I
549,67,109,17,15,53,4,NC
522,54,122,23,11,51,2,NC
41,3,12,0,0,4,0,NC
200,19,38,7,4,15,2,NC
249,19,52,6,3,18,4,NC
237,25,44,6,1,26,1,NC
175,24,40,8,1,14,0,NC
89,5,19,3,0,7,1,NC
1884,202,391,59,25,163,13,C
2237,253,495,109,36,217,61,NC
993,125,218,46,17,113,15,NC
7,2,2,0,0,0,0,NC
4604,725,1085,166,189,760,45,C
343,36,79,18,3,26,1,NC
493,56,117,24,15,75,2,NC
1816,239,410,82,59,223,15,NC
4,0,0,0,0,0,0,NC
1095,150,249,38,24,122,29,NC
1357,118,254,68,26,144,10,NC
1081,125,233,51,32,130,15,NC
3,0,0,0,0,0,0,NC
1660,182,367,55,37,140,48,NC
2784,236,578,59,15,198,9,NC
2,0,0,0,0,0,0,NC
2841,376,741,114,17,220,77,NC
1038,91,225,18,0,57,7,NC
10,2,1,0,0,0,0,NC
203,17,49,7,1,25,6,NC
52,9,12,3,2,7,0,NC
153,1,13,1,0,5,0,NC
885,92,223,50,25,106,0,NC
118,7,17,4,0,5,0,NC
41,2,9,2,0,1,1,NC
6046,682,1530,240,219,882,16,NC
57,5,8,2,1,0,0,NC
92,10,20,8,1,7,0,NC
282,24,53,7,4,22,0,NC
66,4,14,2,0,5,1,NC
1007,72,168,37,14,82,4,NC
246,19,70,16,1,39,0,NC
4736,596,1103,199,123,528,88,NC
38,2,7,0,0,2,0,NC
394,179,256,33,15,0,0,NC
1237,114,313,60,1,159,5,NC
127,6,20,2,0,6,1,NC
18,0,4,0,0,2,0,NC
244,34,65,15,0,28,3,NC
45,8,10,2,0,0,0,NC
9,0,1,0,0,0,0,NC
2577,305,621,86,26,214,126,NC
29,3,6,0,0,2,0,NC
6,0,0,0,0,0,0,NC
4,0,0,0,0,0,0,NC
3784,417,849,195,143,501,2,NC
150,19,30,5,1,13,0,NC
1368,149,350,73,2,168,15,NC
3,0,0,0,0,0,0,NC
9,0,2,0,0,0,0,NC
2432,328,501,73,12,134,154,NC
4040,424,946,142,24,432,105,NC
2266,151,441,74,30,173,10,NC
2575,199,621,98,42,331,16,C
193,29,46,6,0,7,2,NC
28,4,4,0,0,2,1,NC
67,5,11,6,0,2,0,NC
1090,113,240,22,6,114,64,NC
19,0,1,0,0,0,0,NC
648,73,149,35,10,68,5,NC
624,56,126,29,8,51,0,NC
88,5,13,2,0,0,4,NC
1,0,1,0,0,0,0,NC
73,7,16,3,2,6,1,NC
1351,128,270,36,66,193,2,NC
5905,696,1558,229,113,701,48,C
228,20,37,5,2,25,1,NC
12,1,4,2,0,0,0,NC
707,96,169,20,5,86,58,NC
4,0,1,0,0,0,0,NC
168,26,44,5,0,27,5,NC
697,78,131,17,3,38,20,NC
5,0,0,0,0,1,0,NC
4,0,0,0,0,0,0,NC
750,89,131,28,7,35,25,NC
3221,341,654,99,55,295,23,NC
482,31,80,10,3,37,9,NC
46,4,4,0,0,0,0,NC
473,69,128,21,0,56,18,NC
326,31,83,13,0,35,5,NC
97,13,19,6,2,7,0,NC
66,6,10,0,0,4,0,NC
495,59,111,27,6,45,3,NC
2463,242,578,93,108,356,7,NC
4,0,0,0,0,0,0,NC
838,94,186,31,8,79,8,NC
386,32,78,10,0,16,3,NC
61,9,9,1,1,1,3,NC
1317,164,295,55,55,175,4,NC
351,31,57,11,4,27,4,NC
58,8,15,3,1,10,0,NC
5,1,0,0,0,0,1,NC
130,10,32,6,0,12,2,NC
45,5,10,0,0,1,3,NC
12504,1844,3060,668,291,1175,414,I
5,0,1,0,0,0,1,NC
1570,177,351,48,12,110,48,NC
38,1,10,1,0,3,2,NC
6,1,0,0,0,0,0,NC
565,54,118,22,12,48,0,NC
174,16,27,4,2,15,2,NC
